ID,template
500,sshd(pam_unix)[30604]: 2 more authentication failures; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*> user=root
501,<*> Agent forwarding request denied in configuration.
502,"<*> <*> to=root, <*> mailer=relay, pri=30313, stat=queued"
503,kernel: EXT3-fs: <*> <*> <*> on readonly <*>
504,kernel: EXT3-fs: recovery complete.
505,kernel: EXT3-fs: write access #43# be enabled during recovery.
506,xinetd[2275]: removing <*>
507,"pbs_mom: im_eof, End of File from addr <*>"
508,"pbs_mom: im_eof, job <*> lost connection to MS on <*>"
509,"pbs_mom: im_request, job <*> command 0"
510,"pbs_mom: Bad file descriptor (9) in tm_request, job <*> not running"
511,xinetd[2148]: removing <*>
512,sshd[32198]: <*> <*> <*> closed by remote <*>
513,sshd[28160]: <*> <*> <*> closed by remote <*>
514,<*> poll() timeout
515,<*> bad username <*>
516,<*> FAILED LOGIN <*> FROM (null) FOR <*> Authentication failure
517,-- <*> ROOT LOGIN ON <*>
518,<*> tty1: invalid character <*> in login name
519,kernel: spurious 8259A interrupt: IRQ7.
520,xinetd[2283]: removing <*>
521,<*> can't read sid for pid <*>
522,sshd[2032]: <*> <*> <*> closed by remote <*>
523,sshd[29089]: <*> <*> <*> closed by remote <*>
524,"kernel: <*> server <*> not responding, <*> <*>"
525,sshd[31031]: <*> <*> <*> closed by remote <*>
526,sshd[8815]: <*> <*> <*> closed by remote <*>
527,sshd[8872]: <*> <*> <*> closed by remote <*>
528,sshd[8937]: <*> <*> <*> closed by remote <*>
529,sshd[9001]: <*> <*> <*> closed by remote <*>
530,sshd[31587]: <*> <*> <*> closed by remote <*>
531,sshd[9982]: <*> <*> <*> closed by remote <*>
532,sshd[10036]: <*> <*> <*> closed by remote <*>
533,sshd[10100]: <*> <*> <*> closed by remote <*>
534,sshd[10164]: <*> <*> <*> closed by remote <*>
535,sshd[10651]: <*> <*> <*> closed by remote <*>
536,sshd[10705]: <*> <*> <*> closed by remote <*>
537,sshd[10768]: <*> <*> <*> closed by remote <*>
538,sshd[10832]: <*> <*> <*> closed by remote <*>
539,sshd[11345]: <*> <*> <*> closed by remote <*>
540,sshd[11399]: <*> <*> <*> closed by remote <*>
541,sshd[11462]: <*> <*> <*> closed by remote <*>
542,sshd[11527]: <*> <*> <*> closed by remote <*>
543,sshd[11913]: <*> <*> <*> closed by remote <*>
544,sshd[11967]: <*> <*> <*> closed by remote <*>
545,sshd[12030]: <*> <*> <*> closed by remote <*>
546,sshd[12094]: <*> <*> <*> closed by remote <*>
547,sshd[20825]: <*> <*> <*> closed by remote <*>
548,sshd[12479]: <*> <*> <*> closed by remote <*>
549,sshd[12533]: <*> <*> <*> closed by remote <*>
550,sshd[12597]: <*> <*> <*> closed by remote <*>
551,sshd[12661]: <*> <*> <*> closed by remote <*>
552,sshd[21703]: <*> <*> <*> closed by remote <*>
553,sshd[13285]: <*> <*> <*> closed by remote <*>
554,sshd[13339]: <*> <*> <*> closed by remote <*>
555,sshd[13402]: <*> <*> <*> closed by remote <*>
556,sshd[13466]: <*> <*> <*> closed by remote <*>
557,sshd[13852]: <*> <*> <*> closed by remote <*>
558,sshd[13906]: <*> <*> <*> closed by remote <*>
559,sshd[13969]: <*> <*> <*> closed by remote <*>
560,sshd[14033]: <*> <*> <*> closed by remote <*>
561,sshd[14494]: <*> <*> <*> closed by remote <*>
562,sshd[14548]: <*> <*> <*> closed by remote <*>
563,sshd[14611]: <*> <*> <*> closed by remote <*>
564,sshd[14676]: <*> <*> <*> closed by remote <*>
565,sshd[15085]: <*> <*> <*> closed by remote <*>
566,sshd[15139]: <*> <*> <*> closed by remote <*>
567,sshd[15202]: <*> <*> <*> closed by remote <*>
568,sshd[15266]: <*> <*> <*> closed by remote <*>
569,sshd[16269]: <*> <*> <*> closed by remote <*>
570,sshd[23459]: <*> <*> <*> closed by remote <*>
571,sshd[16323]: <*> <*> <*> closed by remote <*>
572,sshd[16448]: <*> <*> <*> closed by remote <*>
573,sshd[16520]: <*> <*> <*> closed by remote <*>
574,sshd[17240]: <*> <*> <*> closed by remote <*>
575,sshd[17360]: <*> <*> <*> closed by remote <*>
576,sshd[17492]: <*> <*> <*> closed by remote <*>
577,sshd[17554]: <*> <*> <*> closed by remote <*>
578,"pbs_mom: scan_for_exiting, system epilog failed"
579,sshd[24160]: <*> <*> <*> closed by remote <*>
580,sshd[24217]: <*> <*> <*> closed by remote <*>
581,sshd[24326]: <*> <*> <*> closed by remote <*>
582,sshd[405]: <*> <*> <*> closed by remote <*>
583,sshd[24391]: <*> <*> <*> closed by remote <*>
584,sshd[1984]: <*> <*> <*> closed by remote <*>
585,sshd[2058]: <*> <*> <*> closed by remote <*>
586,sshd[7427]: <*> <*> <*> closed by remote <*>
587,sshd[9828]: <*> <*> <*> closed by remote <*>
588,sshd[10645]: <*> <*> <*> closed by remote <*>
589,sshd[10703]: <*> <*> <*> closed by remote <*>
590,sshd[885]: <*> <*> <*> closed by remote <*>
591,sshd[10845]: <*> <*> <*> closed by remote <*>
592,<*> failed to mount <*>
593,sshd[23305]: <*> <*> <*> closed by remote <*>
594,sshd[23527]: <*> <*> <*> closed by remote <*>
595,sshd[24090]: <*> <*> <*> closed by remote <*>
596,sshd[24659]: <*> <*> <*> closed by remote <*>
597,sshd[25900]: <*> <*> <*> closed by remote <*>
598,sshd[25956]: <*> <*> <*> closed by remote <*>
599,sshd[26119]: <*> <*> <*> closed by remote <*>
600,sshd[26190]: <*> <*> <*> closed by remote <*>
601,sshd[30957]: <*> <*> <*> closed by remote <*>
602,sshd[31290]: <*> <*> <*> closed by remote <*>
603,sshd[31364]: <*> <*> <*> closed by remote <*>
604,sshd[31441]: <*> <*> <*> closed by remote <*>
605,<*> (root) <*> EDIT (root)
606,<*> (root) <*> (root)
607,<*> (root) RELOAD (cron/root)
608,sshd[18834]: <*> <*> <*> closed by remote <*>
609,sshd[13185]: <*> <*> <*> closed by remote <*>
610,sshd[21641]: <*> <*> <*> closed by remote <*>
611,sshd[21704]: <*> <*> <*> closed by remote <*>
612,sshd[21775]: <*> <*> <*> closed by remote <*>
613,sshd[22528]: <*> <*> <*> closed by remote <*>
614,sshd[22581]: <*> <*> <*> closed by remote <*>
615,sshd[22644]: <*> <*> <*> closed by remote <*>
616,sshd[22709]: <*> <*> <*> closed by remote <*>
617,sshd[18819]: <*> <*> <*> closed by remote <*>
618,sshd[23156]: <*> <*> <*> closed by remote <*>
619,sshd[23210]: <*> <*> <*> closed by remote <*>
620,sshd[23273]: <*> <*> <*> closed by remote <*>
621,sshd[23338]: <*> <*> <*> closed by remote <*>
622,sshd[24052]: <*> <*> <*> closed by remote <*>
623,sshd[24106]: <*> <*> <*> closed by remote <*>
624,sshd[24171]: <*> <*> <*> closed by remote <*>
625,sshd[24237]: <*> <*> <*> closed by remote <*>
626,sshd[24631]: <*> <*> <*> closed by remote <*>
627,sshd[24685]: <*> <*> <*> closed by remote <*>
628,sshd[24750]: <*> <*> <*> closed by remote <*>
629,sshd[24915]: <*> <*> <*> closed by remote <*>
630,sshd[25363]: <*> <*> <*> closed by remote <*>
631,sshd[25428]: <*> <*> <*> closed by remote <*>
632,sshd[25492]: <*> <*> <*> closed by remote <*>
633,sshd[25556]: <*> <*> <*> closed by remote <*>
634,sshd[20574]: <*> <*> <*> closed by remote <*>
635,sshd[26157]: <*> <*> <*> closed by remote <*>
636,sshd[26212]: <*> <*> <*> closed by remote <*>
637,sshd[26276]: <*> <*> <*> closed by remote <*>
638,sshd[26340]: <*> <*> <*> closed by remote <*>
639,pbs_mom: <*> <*> received KILL<*> from node <*>
640,pbs_mom: Unknown error <*> <*> in job_start_error from node <*> <*>
641,"pbs_mom: job_start_error, job_start_error: sent <*> ABORT requests, should be <*>"
642,"pbs_mom: scan_for_exiting, cannot chdir to user home directory"
643,sshd[27057]: <*> <*> <*> closed by remote <*>
644,sshd[27111]: <*> <*> <*> closed by remote <*>
645,sshd[27174]: <*> <*> <*> closed by remote <*>
646,sshd[27238]: <*> <*> <*> closed by remote <*>
647,sshd[27728]: <*> <*> <*> closed by remote <*>
648,sshd[27781]: <*> <*> <*> closed by remote <*>
649,sshd[27852]: <*> <*> <*> closed by remote <*>
650,sshd[27917]: <*> <*> <*> closed by remote <*>
651,<*> (root) CMD <*>
652,sshd[28327]: <*> <*> <*> closed by remote <*>
653,sshd[28380]: <*> <*> <*> closed by remote <*>
654,sshd[28443]: <*> <*> <*> closed by remote <*>
655,sshd[28507]: <*> <*> <*> closed by remote <*>
656,sshd[28893]: <*> <*> <*> closed by remote <*>
657,sshd[28947]: <*> <*> <*> closed by remote <*>
658,sshd[22636]: <*> <*> <*> closed by remote <*>
659,sshd[29011]: <*> <*> <*> closed by remote <*>
660,sshd[29075]: <*> <*> <*> closed by remote <*>
661,sshd[29461]: <*> <*> <*> closed by remote <*>
662,sshd[29517]: <*> <*> <*> closed by remote <*>
663,sshd[29581]: <*> <*> <*> closed by remote <*>
664,sshd[29646]: <*> <*> <*> closed by remote <*>
665,nfs: server <*> OK
666,"nfs: server <*> not responding, still trying"
667,sshd[30269]: <*> <*> <*> closed by remote <*>
668,sshd[30326]: <*> <*> <*> closed by remote <*>
669,sshd[30390]: <*> <*> <*> closed by remote <*>
670,sshd[30455]: <*> <*> <*> closed by remote <*>
671,kernel: aa:436543 ac:3665 id:580 il:8 ic:0 fr:1268
672,kernel: 3*4kB <*> <*> <*> <*> <*> 1*256kB 1*512kB 0*1024kB <*> 0*4096kB = <*>
673,sshd[30841]: <*> <*> <*> closed by remote <*>
674,sshd[30897]: <*> <*> <*> closed by remote <*>
675,sshd[30962]: <*> <*> <*> closed by remote <*>
676,sshd[31028]: <*> <*> <*> closed by remote <*>
677,sshd[31605]: <*> <*> <*> closed by remote <*>
678,sshd[31661]: <*> <*> <*> closed by remote <*>
679,sshd[12335]: <*> <*> <*> closed by remote <*>
680,sshd[31728]: <*> <*> <*> closed by remote <*>
681,sshd[31792]: <*> <*> <*> closed by remote <*>
682,kernel: <*> <*> id:123 il:0 ic:0 <*>
683,kernel: <*> <*> 1*16kB <*> 1*64kB <*> <*> 1*512kB 2*1024kB <*> 0*4096kB = <*>
684,sshd[32205]: <*> <*> <*> closed by remote <*>
685,sshd[32258]: <*> <*> <*> closed by remote <*>
686,sshd[32322]: <*> <*> <*> closed by remote <*>
687,sshd[32386]: <*> <*> <*> closed by remote <*>
688,sshd[1568]: <*> <*> <*> closed by remote <*>
689,sshd[1622]: <*> <*> <*> closed by remote <*>
690,sshd[2510]: <*> <*> <*> closed by remote <*>
691,sshd[3013]: <*> <*> <*> closed by remote <*>
692,sshd[4773]: <*> <*> <*> closed by remote <*>
693,sshd[5007]: <*> <*> <*> closed by remote <*>
694,sshd[5081]: <*> <*> <*> closed by remote <*>
695,sshd[5145]: <*> <*> <*> closed by remote <*>
696,sshd[31999]: <*> <*> <*> closed by remote <*>
697,sshd[32050]: <*> <*> <*> closed by remote <*>
698,sshd[32178]: <*> <*> <*> closed by remote <*>
699,sshd[19884]: <*> <*> <*> closed by remote <*>
700,sshd[32265]: <*> <*> <*> closed by remote <*>
701,rpc.rquotad: Can't find filesystem mountpoint for directory <*>
702,rpc.rquotad: No correct mountpoint specified.
703,sshd[566]: <*> <*> <*> closed by remote <*>
704,sshd[624]: <*> <*> <*> closed by remote <*>
705,sshd[688]: <*> <*> <*> closed by remote <*>
706,sshd[753]: <*> <*> <*> closed by remote <*>
707,sshd[10138]: <*> <*> <*> closed by remote <*>
708,sshd[10193]: <*> <*> <*> closed by remote <*>
709,<*> (#160#) <*> (#160#)
710,sshd[10423]: <*> <*> <*> closed by remote <*>
711,sshd[11161]: <*> <*> <*> closed by remote <*>
712,Event Log Daemon:[30217]: Hot-plug drive <*> Box 2 Bay 1 of chassis
713,"Event Log <*> Logical drive <*> of chassis , has changed from status <*> <*> <*> <*> <*>"
714,sudo: <*> : <*> ; <*> ; USER=root ; <*>
715,sshd[4146]: <*> <*> <*> closed by remote <*>
716,sshd[23819]: <*> <*> <*> closed by remote <*>
717,sshd[5275]: <*> <*> <*> closed by remote <*>
718,sshd[23893]: <*> <*> <*> closed by remote <*>
719,sshd[5593]: <*> <*> <*> closed by remote <*>
720,sshd[24034]: <*> <*> <*> closed by remote <*>
721,sshd[24059]: <*> <*> <*> closed by remote <*>
722,"Event Log Daemon:[30217]: Logical drive 2 of chassis , has changed from status RECOVERING to OK"
723,sshd[6941]: <*> <*> <*> closed by remote <*>
724,sshd[25490]: <*> <*> <*> closed by remote <*>
725,sshd[25777]: <*> <*> <*> closed by remote <*>
726,sshd[8663]: <*> <*> <*> closed by remote <*>
727,sshd[8723]: <*> <*> <*> closed by remote <*>
728,sshd[25871]: <*> <*> <*> closed by remote <*>
729,sshd[18670]: Did not receive identification string from <*>
730,sshd[28030]: <*> <*> <*> closed by remote <*>
731,sudo: <*> : <*> ; <*> ; USER=root ; <*> <*> <*>
732,sshd[29328]: <*> <*> <*> closed by remote <*>
733,sshd[29374]: <*> <*> <*> closed by remote <*>
734,sshd[29456]: <*> <*> <*> closed by remote <*>
735,sshd[29534]: <*> <*> <*> closed by remote <*>
736,sshd[13587]: <*> <*> <*> closed by remote <*>
737,sshd[13631]: <*> <*> <*> closed by remote <*>
738,sshd[29898]: <*> <*> <*> closed by remote <*>
739,sshd[29943]: <*> <*> <*> closed by remote <*>
740,sshd[29988]: <*> <*> <*> closed by remote <*>
741,sshd[13829]: <*> <*> <*> closed by remote <*>
742,sshd[13874]: <*> <*> <*> closed by remote <*>
743,sshd[30068]: <*> <*> <*> closed by remote <*>
744,sshd[15028]: <*> <*> <*> closed by remote <*>
745,sshd[15064]: <*> <*> <*> closed by remote <*>
746,sshd[32018]: <*> <*> <*> closed by remote <*>
747,sshd[32065]: <*> <*> <*> closed by remote <*>
748,sshd[32112]: <*> <*> <*> closed by remote <*>
749,sshd[32191]: <*> <*> <*> closed by remote <*>
750,sshd[1586]: <*> <*> <*> closed by remote <*>
751,sshd[1634]: <*> <*> <*> closed by remote <*>
752,sshd[1680]: <*> <*> <*> closed by remote <*>
753,sshd[1757]: <*> <*> <*> closed by remote <*>
754,sshd[3764]: <*> <*> <*> closed by remote <*>
755,sshd[3809]: <*> <*> <*> closed by remote <*>
756,sshd[3857]: <*> <*> <*> closed by remote <*>
757,sshd[3933]: <*> <*> <*> closed by remote <*>
758,sshd[5760]: <*> <*> <*> closed by remote <*>
759,sshd[5805]: <*> <*> <*> closed by remote <*>
760,sshd[5852]: <*> <*> <*> closed by remote <*>
761,sshd[5927]: <*> <*> <*> closed by remote <*>
762,<*> Local disconnected: Message authentication check fails.
763,"<*> MAC failed in local, disconnecting: 'Message authentication check fails.'"
764,sshd[16707]: <*> <*> <*> closed by remote <*>
765,sshd[7805]: <*> <*> <*> closed by remote <*>
766,sshd[7850]: <*> <*> <*> closed by remote <*>
767,sshd[7895]: <*> <*> <*> closed by remote <*>
768,sshd[7970]: <*> <*> <*> closed by remote <*>
769,sshd[10152]: <*> <*> <*> closed by remote <*>
770,sshd[10202]: <*> <*> <*> closed by remote <*>
771,sshd[10249]: <*> <*> <*> closed by remote <*>
772,sshd[10326]: <*> <*> <*> closed by remote <*>
773,sshd[12186]: <*> <*> <*> closed by remote <*>
774,sshd[12231]: <*> <*> <*> closed by remote <*>
775,sshd[12277]: <*> <*> <*> closed by remote <*>
776,sshd[12354]: <*> <*> <*> closed by remote <*>
777,<*> Local disconnected: Protocol error: packet too long: <*>
778,<*> Protocol error in local: 'Protocol error: packet too long: <*>
779,<*> (#160#) CMD (<*> > <*> 2>&1)
780,sshd[22973]: <*> <*> <*> closed by remote <*>
781,sshd[23018]: <*> <*> <*> closed by remote <*>
782,sshd[23067]: <*> <*> <*> closed by remote <*>
783,sshd[23142]: <*> <*> <*> closed by remote <*>
784,sshd[18436]: <*> <*> <*> closed by remote <*>
785,sshd[25034]: <*> <*> <*> closed by remote <*>
786,sshd[25080]: <*> <*> <*> closed by remote <*>
787,sshd[25126]: <*> <*> <*> closed by remote <*>
788,sshd[25203]: <*> <*> <*> closed by remote <*>
789,sshd[4695]: <*> <*> <*> closed by remote <*>
790,sshd[4740]: <*> <*> <*> closed by remote <*>
791,sshd[4761]: <*> <*> <*> closed by remote <*>
792,sshd[4864]: <*> <*> <*> closed by remote <*>
793,sshd[6699]: <*> <*> <*> closed by remote <*>
794,sshd[6744]: <*> <*> <*> closed by remote <*>
795,sshd[6790]: <*> <*> <*> closed by remote <*>
796,sshd[6866]: <*> <*> <*> closed by remote <*>
797,sshd[8938]: <*> <*> <*> closed by remote <*>
798,sshd[8986]: <*> <*> <*> closed by remote <*>
799,sshd[9034]: <*> <*> <*> closed by remote <*>
800,sshd[9110]: <*> <*> <*> closed by remote <*>
801,sshd[10974]: <*> <*> <*> closed by remote <*>
802,sshd[11019]: <*> <*> <*> closed by remote <*>
803,sshd[11066]: <*> <*> <*> closed by remote <*>
804,sshd[11141]: <*> <*> <*> closed by remote <*>
805,sshd[8209]: <*> <*> <*> closed by remote <*>
806,sshd[13019]: <*> <*> <*> closed by remote <*>
807,sshd[13068]: <*> <*> <*> closed by remote <*>
808,sshd[13117]: <*> <*> <*> closed by remote <*>
809,sshd[13193]: <*> <*> <*> closed by remote <*>
810,sshd[15044]: <*> <*> <*> closed by remote <*>
811,sshd[15090]: <*> <*> <*> closed by remote <*>
812,sshd[15138]: <*> <*> <*> closed by remote <*>
813,sshd[15216]: <*> <*> <*> closed by remote <*>
814,sshd[19567]: <*> <*> <*> closed by remote <*>
815,sshd[18470]: <*> <*> <*> closed by remote <*>
816,sshd[18515]: <*> <*> <*> closed by remote <*>
817,sshd[18564]: <*> <*> <*> closed by remote <*>
818,sshd[18639]: <*> <*> <*> closed by remote <*>
819,"<*> <*> from=#291#, <*> class=0, nrcpts=1, <*> relay=#291#@localhost"
820,<*> wall: user root broadcasted <*> lines <*> chars)
821,sshd[5224]: <*> <*> <*> closed by remote <*>
822,sshd[5270]: <*> <*> <*> closed by remote <*>
823,sshd[5390]: <*> <*> <*> closed by remote <*>
824,sshd[5562]: <*> <*> <*> closed by remote <*>
825,<*> WARNING: Logins are currently denied with /etc/nologin:
826,postfix/postfix-script: <*> the Postfix mail system
827,postfix: <*>
828,postfix: Shutting down postfix:
829,rstatd: rpc.rstatd <*> succeeded
830,<*> terminating on signal 15
831,postfix:
832,<*> Trouble. Recieved results are not what we expected from <*>
833,<*> shutting down <*> due to connection failure
834,sshd[11360]: <*> <*> <*> closed by remote <*>
835,kernel: <*> = <*>
836,kernel: mapping <*> runqueue to <*> runqueue.
837,kernel: Copyright (c) 1999-2004 Intel Corporation.
838,kernel: Intel(R) PRO<*>
839,kernel: IPv4 over IPv4 tunneling driver
840,kernel: divert: not allocating divert_blk for non-ethernet device tunl0
841,kernel: <*> Intel(R) <*> Network Connection
842,kernel: <*> <*> NIC Link is Up <*> Mbps Full Duplex
843,xinetd[2332]: removing <*>
844,<*> Listener created on port 22.
845,<*> Daemon is running.
846,<*> making <*> available
847,<*> synchronisation lost
848,<*> time reset <*> s
849,xinetd[2271]: removing <*>
850,sshd[19590]: <*> <*> <*> closed by remote <*>
851,sshd[19638]: <*> <*> <*> closed by remote <*>
852,sshd[22376]: <*> <*> <*> closed by remote <*>
853,snmpd: cmaX: subMIB <*> #43# be sent on port 25376 to hp Advanced Server Management_Peer
854,kernel: kmod: runaway modprobe loop assumed and stopped
855,"logger: Uptime: <*> days, <*>"
856,logger: <*> <*> Enterprise Specific Trap <*>
857,"logger: <*> <*> <*> <*> kernel: bcm5700: <*> NIC Link is Up, <*> Mbps <*> duplex"
858,logger: <*> = <*>
859,logger: <*> <*> <*> <*> kernel: <*> <*> NIC Link is Down
860,"logger: enterprises.#320#.#321#.2 = ""HP NC7782 Gigabit Server Adapter"""
861,logger: <*> = IpAddress: <*>
862,"<*> <*> to=root, <*> mailer=relay, pri=30312, stat=queued"
863,"<*> <*> to=root, delay=00:00:00, mailer=relay, <*> stat=queued"
864,"<*> <*> to=root, delay=00:00:16, mailer=relay, <*> stat=queued"
865,logger: :37:59 sn91 kernel: bcm5700: eth0 NIC Link is Down
866,sshd[13795]: <*> <*> <*> closed by remote <*>
867,"sendmail[2999]: j07L47ov002999: to=root, delay=00:01:08, mailer=relay, pri=30360, stat=queued"
868,"kernel: hda: COMPAQ CD-ROM SN-124, ATAPI CD/DVD-ROM drive"
869,"kernel: ide0 at 0x1f0-0x1f7,0x3f6 on irq 14"
870,xinetd[2272]: removing <*>
871,xinetd[2270]: removing <*>
872,xinetd[2276]: removing <*>
873,xinetd[2273]: removing <*>
874,xinetd[2268]: removing <*>
875,sshd[29843]: <*> <*> <*> closed by remote <*>
876,sshd[30263]: <*> <*> <*> closed by remote <*>
877,sshd[30710]: <*> <*> <*> closed by remote <*>
878,sshd[30714]: <*> <*> <*> closed by remote <*>
879,sshd[1090]: <*> <*> <*> closed by remote <*>
880,sshd[32464]: <*> <*> <*> closed by remote <*>
881,sshd[2697]: <*> <*> <*> closed by remote <*>
882,sshd[1858]: <*> <*> <*> closed by remote <*>
883,sshd[4698]: <*> <*> <*> closed by remote <*>
884,sshd[3904]: <*> <*> <*> closed by remote <*>
885,sshd[3951]: <*> <*> <*> closed by remote <*>
886,sshd[26837]: <*> <*> <*> closed by remote <*>
887,sshd[6228]: <*> <*> <*> closed by remote <*>
888,sshd[28991]: <*> <*> <*> closed by remote <*>
889,sshd[7782]: <*> <*> <*> closed by remote <*>
890,sshd[30643]: <*> <*> <*> closed by remote <*>
891,sshd[9866]: <*> <*> <*> closed by remote <*>
892,sshd[32056]: <*> <*> <*> closed by remote <*>
893,sshd[10852]: <*> <*> <*> closed by remote <*>
894,sshd[10900]: <*> <*> <*> closed by remote <*>
895,sshd[10980]: <*> <*> <*> closed by remote <*>
896,sshd[11067]: <*> <*> <*> closed by remote <*>
897,sshd[11416]: <*> <*> <*> closed by remote <*>
898,sshd[11464]: <*> <*> <*> closed by remote <*>
899,sshd[11543]: <*> <*> <*> closed by remote <*>
900,sshd[11631]: <*> <*> <*> closed by remote <*>
901,sshd[11979]: <*> <*> <*> closed by remote <*>
902,sshd[12027]: <*> <*> <*> closed by remote <*>
903,sshd[12106]: <*> <*> <*> closed by remote <*>
904,sshd[12346]: <*> <*> <*> closed by remote <*>
905,sshd[1265]: <*> <*> <*> closed by remote <*>
906,sshd[12819]: <*> <*> <*> closed by remote <*>
907,sshd[12867]: <*> <*> <*> closed by remote <*>
908,sshd[12946]: <*> <*> <*> closed by remote <*>
909,sshd[13034]: <*> <*> <*> closed by remote <*>
910,sshd[13382]: <*> <*> <*> closed by remote <*>
911,sshd[13430]: <*> <*> <*> closed by remote <*>
912,sshd[13509]: <*> <*> <*> closed by remote <*>
913,sshd[13597]: <*> <*> <*> closed by remote <*>
914,sshd[13946]: <*> <*> <*> closed by remote <*>
915,sshd[13994]: <*> <*> <*> closed by remote <*>
916,sshd[14073]: <*> <*> <*> closed by remote <*>
917,sshd[14161]: <*> <*> <*> closed by remote <*>
918,sshd[14533]: <*> <*> <*> closed by remote <*>
919,sshd[14581]: <*> <*> <*> closed by remote <*>
920,sshd[14660]: <*> <*> <*> closed by remote <*>
921,sshd[14748]: <*> <*> <*> closed by remote <*>
922,sshd[3259]: <*> <*> <*> closed by remote <*>
923,sshd[15096]: <*> <*> <*> closed by remote <*>
924,sshd[15144]: <*> <*> <*> closed by remote <*>
925,sshd[15223]: <*> <*> <*> closed by remote <*>
926,sshd[15311]: <*> <*> <*> closed by remote <*>
927,sshd[15660]: <*> <*> <*> closed by remote <*>
928,sshd[15708]: <*> <*> <*> closed by remote <*>
929,sshd[15787]: <*> <*> <*> closed by remote <*>
930,sshd[15875]: <*> <*> <*> closed by remote <*>
931,sshd[26977]: <*> <*> <*> closed by remote <*>
932,sshd[27025]: <*> <*> <*> closed by remote <*>
933,sshd[27104]: <*> <*> <*> closed by remote <*>
934,sshd[27192]: <*> <*> <*> closed by remote <*>
935,sshd[27541]: <*> <*> <*> closed by remote <*>
936,sshd[27589]: <*> <*> <*> closed by remote <*>
937,sshd[27668]: <*> <*> <*> closed by remote <*>
938,sshd[27756]: <*> <*> <*> closed by remote <*>
939,sshd[3484]: <*> <*> <*> closed by remote <*>
940,sshd[28105]: <*> <*> <*> closed by remote <*>
941,sshd[28153]: <*> <*> <*> closed by remote <*>
942,sshd[28232]: <*> <*> <*> closed by remote <*>
943,sshd[28320]: <*> <*> <*> closed by remote <*>
944,sshd[28873]: <*> <*> <*> closed by remote <*>
945,sshd[28919]: <*> <*> <*> closed by remote <*>
946,sshd[29017]: <*> <*> <*> closed by remote <*>
947,sshd[29123]: <*> <*> <*> closed by remote <*>
948,sshd[29488]: <*> <*> <*> closed by remote <*>
949,sshd[29536]: <*> <*> <*> closed by remote <*>
950,sshd[29615]: <*> <*> <*> closed by remote <*>
951,sshd[29704]: <*> <*> <*> closed by remote <*>
952,sshd[30053]: <*> <*> <*> closed by remote <*>
953,sshd[30101]: <*> <*> <*> closed by remote <*>
954,sshd[30180]: <*> <*> <*> closed by remote <*>
955,sshd[30267]: <*> <*> <*> closed by remote <*>
956,sshd[5247]: <*> <*> <*> closed by remote <*>
957,sshd[30618]: <*> <*> <*> closed by remote <*>
958,sshd[30666]: <*> <*> <*> closed by remote <*>
959,sshd[30745]: <*> <*> <*> closed by remote <*>
960,sshd[30832]: <*> <*> <*> closed by remote <*>
961,sshd[31182]: <*> <*> <*> closed by remote <*>
962,sshd[31230]: <*> <*> <*> closed by remote <*>
963,sshd[31313]: <*> <*> <*> closed by remote <*>
964,sshd[31401]: <*> <*> <*> closed by remote <*>
965,sshd[31751]: <*> <*> <*> closed by remote <*>
966,sshd[31799]: <*> <*> <*> closed by remote <*>
967,sshd[31878]: <*> <*> <*> closed by remote <*>
968,sshd[31965]: <*> <*> <*> closed by remote <*>
969,sshd[32338]: <*> <*> <*> closed by remote <*>
970,sshd[32465]: <*> <*> <*> closed by remote <*>
971,sshd[32552]: <*> <*> <*> closed by remote <*>
972,sshd[25071]: <*> <*> <*> closed by remote <*>
973,sshd[433]: <*> <*> <*> closed by remote <*>
974,sshd[481]: <*> <*> <*> closed by remote <*>
975,sshd[562]: <*> <*> <*> closed by remote <*>
976,sshd[650]: <*> <*> <*> closed by remote <*>
977,sshd[1023]: <*> <*> <*> closed by remote <*>
978,sshd[1071]: <*> <*> <*> closed by remote <*>
979,sshd[1150]: <*> <*> <*> closed by remote <*>
980,sshd[1237]: <*> <*> <*> closed by remote <*>
981,sshd[1587]: <*> <*> <*> closed by remote <*>
982,sshd[1635]: <*> <*> <*> closed by remote <*>
983,sshd[1786]: <*> <*> <*> closed by remote <*>
984,sshd[1892]: <*> <*> <*> closed by remote <*>
985,sshd[2267]: <*> <*> <*> closed by remote <*>
986,sshd[2320]: <*> <*> <*> closed by remote <*>
987,sshd[2403]: <*> <*> <*> closed by remote <*>
988,sshd[2493]: <*> <*> <*> closed by remote <*>
989,sshd[29066]: <*> <*> <*> closed by remote <*>
990,sshd[2844]: <*> <*> <*> closed by remote <*>
991,sshd[2892]: <*> <*> <*> closed by remote <*>
992,sshd[2971]: <*> <*> <*> closed by remote <*>
993,sshd[3168]: <*> <*> <*> closed by remote <*>
994,sshd[3526]: <*> <*> <*> closed by remote <*>
995,sshd[3574]: <*> <*> <*> closed by remote <*>
996,sshd[3653]: <*> <*> <*> closed by remote <*>
997,sshd[3740]: <*> <*> <*> closed by remote <*>
998,sshd[4091]: <*> <*> <*> closed by remote <*>
999,sshd[4139]: <*> <*> <*> closed by remote <*>
1000,sshd[4218]: <*> <*> <*> closed by remote <*>
1001,sshd[4305]: <*> <*> <*> closed by remote <*>
1002,sshd[4655]: <*> <*> <*> closed by remote <*>
